name,price,speed,color,,
Corsair Vengeance LPX 16 GB,38.99,"43,200",Black / Yellow,,
Corsair Vengeance 32 GB,113.99,"55,600",Black,,
G.Skill Trident Z5 RGB 32 GB,117.99,"56,000",Black,,
Corsair Vengeance 32 GB,114.99,"56,000",Black / Gray,,
Corsair Vengeance RGB Pro 32 GB,94.99,"43,600",Black,,
G.Skill Trident Z5 RGB 64 GB,217.99,"56,400",Black / Silver,,
Corsair Vengeance LPX 32 GB,69.98,"43,600",Black / Yellow,,
Corsair Vengeance RGB 32 GB,127.99,"56,000",White,,
TEAMGROUP T-Force Delta RGB 32 GB,106.99,"56,000",White,,
TEAMGROUP T-Force Delta RGB 32 GB,106.99,"56,000",Black,,
Corsair Vengeance RGB Pro 16 GB,55.99,"43,200",Black,,
Corsair Vengeance 16 GB,74.98,"55,200",Black,,
G.Skill Flare X5 32 GB,102.99,"56,000",Black,,
G.Skill Trident Z5 Neo RGB 32 GB,112.99,"56,000",Black,,
Silicon Power GAMING 16 GB,32.97,"43,200",Black / Gray,,
Corsair Vengeance 64 GB,159.99,"55,200",Black,,
G.Skill Ripjaws V 16 GB,3914.75,"44,800",Black,,
G.Skill Flare X5 32 GB,104.99,"56,000",Black,,
TEAMGROUP T-Create Expert 32 GB,97.99,"56,000",Black,,
G.Skill Ripjaws V 16 GB,37,"43,200",Black,,
TEAMGROUP T-Force Vulcan Z 16 GB,32.99,"43,200",Black,,
Corsair Vengeance RGB 32 GB,134.99,"56,000",Black,,
Corsair Vengeance RGB 32 GB,109.99,"56,000",Black,,
Corsair Vengeance LPX 16 GB,49.99,"43,600",Black,,
G.Skill Ripjaws V 32 GB,66.98,"43,200",Black,,
Corsair Dominator Titanium 64 GB,309.99,"56,600",White,,
G.Skill Flare X5 32 GB,96.99,"56,000",Black,,
Corsair Vengeance LPX 32 GB,66.98,"43,200",Black / Yellow,,
Corsair Vengeance 32 GB,94.99,"55,200",Black,,
G.Skill Ripjaws S5 32 GB,109.99,"56,000",Black,,
Corsair Vengeance RGB 64 GB,224.99,"56,000",Black,,
TEAMGROUP T-Force Vulcan Z 32 GB,57.99,"43,600",Black,,
Corsair Vengeance RGB Pro SL 32 GB,82.99,"43,600",White / Black,,
Kingston FURY Beast RGB 16 GB,,"56,000",Black,,
TEAMGROUP T-Force Vulcan Z 32 GB,52.75,"43,200",Gray,,
Silicon Power Value Gaming 32 GB,94.97,"56,000",Black,,
Silicon Power GAMING 32 GB,51.49,"43,200",Black,,
G.Skill Trident Z5 Neo 64 GB,209.99,"56,000",Black / Silver,,
Corsair Vengeance RGB 32 GB,124.99,"56,000",Gray,,
Kingston FURY Beast 16 GB,49.19,"43,200",Black,,
G.Skill Trident Z5 RGB 32 GB,132.99,"57,200",Black,,
Corsair Vengeance LPX 64 GB,129.99,"43,200",Black / Yellow,,
TEAMGROUP T-Force Delta RGB 32 GB,69.98,"43,600",White,,
Kingston FURY Beast 32 GB,119.99,"56,000",Black,,
Corsair Vengeance RGB Pro 16 GB,62.99,"43,200",White,,
G.Skill Trident Z5 RGB 32 GB,109.99,"56,400",Black,,
Corsair Dominator Titanium 64 GB,309.99,"56,600",Black,,
Corsair Vengeance RGB 128 GB,459.99,"55,600",Black,,
G.Skill Trident Z RGB 32 GB,84.99,"43,200",Black,,
G.Skill Trident Z5 RGB 32 GB,109.99,"56,400",White / Black,,
Corsair Vengeance 64 GB,219.99,"56,400",Black / Gray,,
Corsair Vengeance 32 GB,104.99,"56,000",Black,,
TEAMGROUP T-Force Delta RGB 16 GB,47.99,"43,600",Black,,
TEAMGROUP T-Force Vulcan 32 GB,102.99,"56,000",Black,,
G.Skill Ripjaws V 16 GB,43.99,"43,600",Black,,
G.Skill Trident Z5 RGB 48 GB,399.99,"58,400",Black,,
Corsair Vengeance RGB 32 GB,109.99,"55,200",White,,
TEAMGROUP T-Force Delta RGB 16 GB,47.99,"43,600",White,,
G.Skill Flare X5 64 GB,199.99,"56,000",Black,,
Corsair Vengeance RGB 64 GB,229.99,"56,000",White / Silver,,
Silicon Power SP016GBLFU320B22 16 GB,29.97,"43,200",,,
Kingston FURY Beast 16 GB,71.98,"56,000",Black,,
Silicon Power SP032GBLVU560FD2AD 32 GB,75.97,"55,600",Black,,
TEAMGROUP T-Create Classic 32 GB,83.99,"55,600",Black,,
G.Skill Ripjaws V 32 GB,79.98,"43,600",Black,,
Kingston FURY Beast RGB 32 GB,127.99,"56,000",Black,,
G.Skill Trident Z 32 GB,754.94,"56,000",White / Black,,
TEAMGROUP T-Create Expert 32 GB,97.99,"56,000",White,,
Corsair Vengeance 32 GB,114.99,"56,000",Black,,
Crucial Pro 32 GB,59.99,"43,200",Black,,
G.Skill Trident Z RGB 16 GB,55.98,"43,600",Black,,
Kingston FURY Beast 32 GB,74.98,"43,200",Black,,
TEAMGROUP T-Force Delta RGB 32 GB,69.98,"43,600",Black,,
Corsair Dominator Platinum RGB 32 GB,174.99,"56,200",White,,
Crucial CT2K8G48C40U5 16 GB,54.99,"54,800",Black,,
TEAMGROUP T-Create Expert 32 GB,94.99,"56,400",Black,,
G.Skill Ripjaws S5 32 GB,98.99,"56,000",Black,,
Crucial Pro Overclocking 32 GB,104.99,"56,000",Black,,
G.Skill Trident Z5 Neo RGB 64 GB,214.99,"56,000",Black / Silver,,
Crucial Pro 64 GB,159.19,"55,600",Black,,
Corsair Vengeance RGB 192 GB,659.99,"55,200",Black,,
Corsair Vengeance 32 GB,117.99,"56,400",Black,,
TEAMGROUP T-Force Vulcan 32 GB,91.99,"56,000",Black,,
ADATA XPG Lancer Blade 32 GB,112.99,"56,000",Black,,
Lexar THOR OC 32 GB,104.99,"56,000",Black / Gold,,
Silicon Power XPOWER Zenith Gaming 32 GB,86.99,"56,000",White,,
Patriot Viper Venom 16 GB,61.99,"55,200",Black / White,,
Corsair Vengeance 64 GB,217.99,"56,000",Black / Gray,,
TEAMGROUP Vulcan Z 16 GB,37.99,"43,600",Black,,
Corsair Vengeance RGB Pro 256 GB,1658.29,"43,000",Black,,
Corsair Vengeance RGB 32 GB,124.99,"56,400",Black / Gray,,
Corsair Vengeance 128 GB,429.99,"55,600",Black,,
Corsair Vengeance RGB Pro 32 GB,89.99,"43,200",Black,,
Corsair Vengeance LPX 32 GB,,"43,866",,,
Corsair Dominator Titanium 32 GB,167.99,"56,000",White,,
G.Skill Trident Z5 RGB 96 GB,399.99,"56,800",Black,,
Crucial CT25664AA667 2 GB,11,"2,667",Green,,
Silicon Power XPOWER Turbine 16 GB,32.97,"43,200",Blue,,
Corsair Vengeance LPX 8 GB,24.99,"42,400",Black / Yellow,,
Crucial Pro 32 GB,103.87,"55,600",Black,,
G.Skill Trident Z5 RGB 64 GB,217.99,"56,400",White / Black,,
Corsair Dominator Titanium 96 GB,429.99,"56,600",Black,,
TEAMGROUP Elite 16 GB,,"55,200",Black,,
Kingston FURY Beast 8 GB,23.98,"43,200",Black,,
Corsair Vengeance LPX 16 GB,44.99,"43,200",Black,,
G.Skill Trident Z Neo 32 GB,89.99,"43,600",Black / Silver,,
TEAMGROUP T-Force Delta RGB 32 GB,99.99,"56,400",Black,,
G.Skill Ripjaws S5 32 GB,109.99,"56,000",White,,
G.Skill Ripjaws S5 32 GB,105.99,"55,600",Black,,
TEAMGROUP T-Force Delta RGB 32 GB,104.99,"56,000",White,,
G.Skill Ripjaws S5 64 GB,197.99,"56,000",Black,,
Crucial CT16G48C40U5 16 GB,44,"54,800",Black,,
G.Skill Aegis 16 GB,42.68,"43,200",Red / Black,,
Lexar Ares RGB 32 GB,114.99,"56,400",Black / Silver,,
Corsair Vengeance 64 GB,247.99,"56,800",Black / Gray,,
TEAMGROUP T-Create Classic 32 GB,87.99,"56,000",Black,,
TEAMGROUP T-Force Delta RGB 32 GB,99.99,"56,400",White,,
G.Skill Trident Z RGB 64 GB,139.99,"43,600",Black,,
G.Skill Trident Z Neo 256 GB,584.99,"43,200",Black / Silver,,
Kingston HyperX Fury 16 GB,,"43,200",Black / Silver,,
Corsair Vengeance RGB Pro 32 GB,92.99,"43,200",White,,
Corsair Dominator Platinum RGB 32 GB,174.99,"56,200",Black,,
G.Skill Ripjaws V 64 GB,3772.97,"43,400",Black,,
Corsair Dominator Titanium 96 GB,429.99,"56,600",White,,
Corsair Vengeance LPX 16 GB,45.99,"43,200",White,,
G.Skill Trident Z5 Neo 32 GB,116.99,"56,000",Black,,
Corsair Vengeance 16 GB,77.98,"31,600",Black / Yellow,,
G.Skill Trident Z5 RGB 64 GB,259.99,"56,800",Black,,
Kingston FURY Beast 16 GB,75.99,"56,000",Black / Silver,,
Kingston FURY 128 GB,457.99,"55,600",White,,
Corsair Vengeance 96 GB,345.99,"56,400",Black,,
TEAMGROUP Elite 32 GB,52.99,"43,200",Black,,
Kingston FURY Beast 16 GB,79.45,"55,600",Black / Silver,,
Patriot Viper Venom 32 GB,103.99,"56,400",Black / White,,
Corsair Vengeance RGB 32 GB,112.99,"56,400",Black,,
Corsair Vengeance 32 GB,97.99,"54,800",Black,,
Corsair Vengeance RGB 32 GB,109.99,"55,200",Black,,
Silicon Power XPOWER Turbine 32 GB,51.49,"43,200",Blue,,
Corsair Vengeance RGB Pro 16 GB,52.99,"43,600",Black,,
G.Skill Ripjaws V 32 GB,67.99,"43,600",Black,,
G.Skill Ripjaws S5 32 GB,109.99,"56,400",Black,,
G.Skill Ripjaws S5 64 GB,194.99,"55,600",Black,,
TEAMGROUP T-Force Delta RGB 64 GB,184.99,"56,000",White / Silver,,
G.Skill Trident Z5 RGB 48 GB,399.99,"58,400",White,,
Corsair Dominator Titanium 64 GB,359.99,"56,400",White,,
ADATA XPG Lancer Blade RGB 32 GB,148.03,"56,400",Black,,
Corsair Vengeance RGB 64 GB,227.99,"56,400",Black / Gray,,
G.Skill Trident Z5 Neo RGB 32 GB,124.99,"56,000",Silver / Black,,
TEAMGROUP T-Force Vulcan Z 16 GB,34.99,"43,200",Gray,,
Crucial Classic 16 GB,55.99,"55,600",Black,,
G.Skill Ripjaws V 32 GB,74.99,"44,000",Black,,
Silicon Power SP016GLLTU160N22 16 GB,17.98,"31,600",Green,,
TEAMGROUP T-Create Expert 32 GB,94.99,"56,000",Black,,
Kingston HyperX Fury 8 GB,50.99,"42,666",Black,,
Corsair Vengeance 32 GB,124.99,"56,000",Black / Silver,,
Corsair Vengeance RGB 32 GB,135.99,"56,000",White / Silver,,
KingBank SharpBlade 32 GB,86.99,"56,000",Black,,
Patriot Viper Venom 32 GB,97.99,"56,000",Black / White,,
TEAMGROUP T-Force Delta RGB 32 GB,121.99,"57,200",White / Gray,,
Corsair Dominator Platinum RGB 64 GB,349.99,"56,600",Black,,
Corsair Vengeance 192 GB,629.99,"55,200",Black,,
Kingston FURY Beast 16 GB,64.39,"55,200",Black,,
Corsair Vengeance LPX 64 GB,142.99,"43,600",Black,,
Crucial CT8G48C40U5 8 GB,22.99,"54,800",Black,,
Silicon Power XPOWER Zenith Gaming 32 GB,86.99,"56,000",Black,,
G.Skill Aegis 32 GB,65.98,"43,200",Red / Black,,
TEAMGROUP Elite 32 GB,75.98,"54,800",Black,,
G.Skill Trident Z5 RGB 48 GB,249.99,"58,000",Black,,
TEAMGROUP T-Create Expert 64 GB,184.99,"56,000",Black,,
Corsair Vengeance RGB 32 GB,124.99,"56,000",Black / Gray,,
ADATA XPG Lancer Blade RGB 32 GB,109.99,"56,000",Black,,
Corsair Vengeance LPX 16 GB,44.98,"43,000",Black / Yellow,,
Kingston Server Premier 64 GB,176.49,"43,200",,,
Crucial CT8G4DFRA32A 8 GB,19.98,"43,200",Green,,
Corsair Dominator Titanium 32 GB,167.99,"56,000",Black,,
Kingston FURY Beast RGB 64 GB,224.99,"56,000",Black,,
Corsair Vengeance 64 GB,172.99,"55,600",Black,,
G.Skill Ripjaws V 16 GB,39.99,"43,600",Black,,
Corsair Vengeance RGB Pro 64 GB,189.99,"43,600",Black,,
Corsair Vengeance 32 GB,159.99,"57,200",Gray,,
TEAMGROUP T-Force Vulcan 32 GB,87.99,"55,200",Black,,
Klevv BOLT V 32 GB,98.99,"56,000",Black,,
Corsair Vengeance 32 GB,99.99,"55,600",Black / Gray,,
Kingston ValueRAM 4 GB,11.99,"42,666",Green / Black,,
TEAMGROUP T-Force Delta RGB 32 GB,102.99,"56,400",Black,,
Crucial Pro 96 GB,259.99,"55,600",Black,,
TEAMGROUP T-Force Delta RGB 16 GB,46.99,"43,200",White,,
G.Skill Trident Z RGB 16 GB,54.99,"43,200",Black,,
Corsair Dominator Platinum RGB 64 GB,299.99,"56,800",Black,,
G.Skill Ripjaws S5 64 GB,204.99,"56,400",Black,,
Corsair Vengeance RGB Pro 32 GB,117.99,"43,200",Black,,
Corsair Vengeance RGB 32 GB,104.95,"55,600",Black / Gray,,
G.Skill Trident Z RGB 32 GB,82.98,"43,600",Black,,
Corsair Vengeance 96 GB,339.99,"56,000",Black / Silver,,
Samsung Green 8 GB,14,"42,133",Green / Black,,
ADATA XPG SPECTRIX D50 16 GB,54.99,"43,200",White,,
TEAMGROUP T-Create Expert 32 GB,60.99,"43,600",Gray,,
Corsair Vengeance 32 GB,102.99,"55,200",White,,
TEAMGROUP T-Force Delta RGB 64 GB,184.99,"56,000",Black / Silver,,
Corsair Dominator Titanium 64 GB,289.99,"56,000",White,,
Corsair Vengeance RGB 32 GB,117.99,"56,000",White / Silver,,
Supermicro MEM-DR412L-SL02-LR26 128 GB,,"42,666",Green / Black,,
TEAMGROUP Elite 16 GB,31.99,"43,200",Black,,
Kingston FURY Beast 16 GB,49,"43,600",Black,,
Kingston FURY Beast 128 GB,445.9,"55,600",White,,
Samsung M378A1K43CB2-CRC 8 GB,15.5,"42,400",Green,,
G.Skill Trident Z5 RGB 32 GB,164.99,"57,600",Black,,
Kingston ValueRAM 4 GB,22.6,"43,200",Green,,
Corsair Vengeance RGB 32 GB,159.99,"57,200",Black,,
G.Skill Trident Z5 Neo RGB 32 GB,109.99,"56,400",,,
TEAMGROUP T-Force Delta RGB 32 GB,104.28,"56,000",Black,,
Corsair Vengeance 32 GB,114.99,"56,000",Black,,
Patriot Viper Elite 5 RGB 32 GB,99.99,"56,200",White,,
Crucial Pro 64 GB,116.99,"43,200",Black / Green,,
G.Skill Trident Z5 RGB 32 GB,189.99,"57,800",Black,,
G.Skill Trident Z RGB 128 GB,294.99,"43,600",Black,,
G.Skill Trident Z5 Neo RGB 64 GB,214.99,"56,000",Silver / Black,,
TEAMGROUP T-Create Expert 32 GB,94.99,"56,400",White,,
Corsair Vengeance RGB 96 GB,349.99,"56,000",Black / Silver,,
G.Skill Ripjaws V 32 GB,84.99,"44,400",Black,,
KingBank SharpBlade RGB 32 GB,97.99,"56,400",White,,
Patriot Viper Venom 32 GB,112.99,"57,000",Black / White,,
Corsair Vengeance LPX 16 GB,44.99,"42,666",White,,
Samsung M378A2K43CB1-CTD 16 GB,30,"42,666",Green / Black,,
Corsair Vengeance 16 GB,64.98,"55,200",Black,,
TEAMGROUP T-Create Expert 32 GB,52.99,"43,200",Gray,,
Crucial Ballistix 16 GB,,"43,200",Black,,
Corsair Dominator Titanium 96 GB,474.99,"56,000",Black,,
TEAMGROUP T-Force Delta RGB 32 GB,99.99,"55,600",White,,
Corsair Vengeance 64 GB,169.99,"55,200",White,,
TEAMGROUP T-Force Vulcan 32 GB,104.99,"56,400",Black / Silver,,
G.Skill Ripjaws X 16 GB,36.99,"31,600",Black / Red,,
Klevv BOLT X 16 GB,38.99,"43,600",Black,,
G.Skill Aegis 16 GB,35.99,"43,000",Black / Red,,
G.Skill Ripjaws S5 96 GB,329.99,"56,400",Black,,
Corsair Dominator Titanium 32 GB,199.99,"57,200",White,,
Kingston FURY Beast 32 GB,117.99,"55,600",Black,,
Corsair Vengeance LPX 16 GB,47.99,"43,600",Black / Yellow,,
Crucial CT64G4YFQ426S 64 GB,649.95,"42,666",Green / Black,,
Kingston FURY Beast RGB 16 GB,54.99,"43,200",Black,,
G.Skill Trident Z Royal 32 GB,105.99,"43,600",Silver,,
Patriot Viper Steel 32 GB,67.99,"43,200",Silver / Black,,
TEAMGROUP T-Create Classic 16 GB,32.49,"43,200",Silver,,
TEAMGROUP Elite 16 GB,49.99,"54,800",Black,,
Patriot Viper Steel 16 GB,43.99,"43,200",Silver / Black,,
G.Skill Trident Z Royal 256 GB,1499,"43,600",Gold,,
Patriot Viper 4 Blackout 64 GB,116.99,"43,600",Black,,
Patriot Viper Xtreme 5 32 GB,169.99,"58,200",Black,,
G.Skill Trident Z5 RGB 32 GB,112.99,"56,000",White / Black,,
G.Skill Ripjaws V 64 GB,128.99,"43,600",Black,,
TEAMGROUP Elite Plus 16 GB,52.99,"54,800",Black,,
Kingston FURY Beast 64 GB,219.99,"56,000",Black / Silver,,
Corsair Vengeance 64 GB,279.99,"56,600",Black / Gray,,
Corsair Vengeance LPX 32 GB,94.99,"43,600",Black / Yellow,,
Corsair Vengeance LPX 16 GB,39.99,"43,000",Black,,
Corsair Vengeance 32 GB,119.99,"56,000",Gray,,
G.Skill Trident Z5 RGB 32 GB,239.99,"58,000",Black,,
Corsair Dominator Platinum RGB 64 GB,224.99,"55,600",White,,
TEAMGROUP T-Force Vulcan 32 GB,92.99,"55,600",Black,,
TEAMGROUP T-Force Delta RGB 32 GB,99.99,"55,600",Black,,
Corsair Vengeance RGB Pro 64 GB,149.99,"43,200",Black,,
Kingston FURY Beast RGB 16 GB,81.99,"56,000",Black,,
Corsair Vengeance RGB 64 GB,207.99,"56,000",Black,,
Corsair Vengeance LPX 128 GB,264.99,"43,200",Black / Yellow,,
TEAMGROUP T-Force Delta RGB 32 GB,121.99,"57,200",Black / White,,
TEAMGROUP T-Force Delta RGB 16 GB,46.99,"43,200",Black,,
Kingston KVR1333D3N9HK2/8G 8 GB,49.99,"31,333",Green,,
Corsair Dominator Titanium 48 GB,279.99,"57,600",Black,,
Corsair Vengeance RGB 64 GB,279.99,"56,000",Black,,
TEAMGROUP Elite 16 GB,39.99,"54,800",Black,,
Corsair Vengeance LPX 16 GB,54.99,"43,600",Black / Yellow,,
G.Skill Trident Z Royal 128 GB,2265.13,"43,200",Gold,,
Corsair Vengeance LPX 32 GB,92.99,"43,600",Black / Yellow,,
Corsair Vengeance 96 GB,269.99,"55,200",Black,,
TEAMGROUP T-Create Expert 32 GB,119.99,"57,200",Black,,
G.Skill Trident Z RGB 256 GB,886.87,"43,600",,,
Kingston FURY Beast 32 GB,84.99,"43,600",Black,,
G.Skill Trident Z Neo 16 GB,66.98,"43,600",Black / Silver,,
Lexar THOR 32 GB,76.03,"43,200",Black,,
OLOy MD4U0836180BHKDA 16 GB,34.97,"43,600",Black,,
Corsair Dominator Titanium 48 GB,249.99,"57,200",White,,
Crucial CT16G4DFRA32A 16 GB,33.99,"43,200",Green,,
Corsair Dominator Titanium 64 GB,359.99,"56,400",Black,,
TEAMGROUP Elite 16 GB,29.99,"43,200",Black,,
Crucial CT2K16G48C40U5 32 GB,87.66,"54,800",Black,,
Corsair Dominator Titanium 64 GB,289.99,"56,000",Black,,
G.Skill Trident Z RGB 96 GB,339.99,"56,400",Black,,
TEAMGROUP T-Create Expert 32 GB,94.99,"56,000",White,,
Corsair Vengeance RGB 32 GB,127.99,"56,000",Black,,
OLOy OWL RGB 16 GB,42.99,"43,200",White,,
G.Skill Trident Z5 RGB 64 GB,214.99,"56,000",Black,,
Kingston FURY Beast 16 GB,44.85,"43,200",Black,,
Corsair Vengeance LPX 16 GB,41.99,"42,400",Black / Yellow,,
Corsair Vengeance RGB Pro 16 GB,63.99,"43,600",White,,
Patriot Signature Premium 16 GB,24.99,"42,666",Black,,
Kingston FURY 32 GB,146.3,"56,000",White,,
TEAMGROUP T-Force Vulcan Z 64 GB,114.99,"43,200",Gray,,
Mushkin Redline ST 64 GB,209.99,"56,400",Black,,
Corsair Vengeance RGB 32 GB,129.99,"56,400",White / Black,,
G.Skill Trident Z RGB 32 GB,109.99,"43,200",Black,,
Corsair Vengeance RGB RS 16 GB,59.99,"43,200",Black / Gray,,
Kingston FURY Beast 16 GB,58.99,"55,200",Black / Silver,,
TEAMGROUP T-Force Vulcan 32 GB,96.99,"55,600",Red,,
TEAMGROUP T-Force Delta RGB 32 GB,67.98,"43,200",Black,,
Lexar Ares RGB 32 GB,165.99,"56,400",White,,
Samsung M378B5173DB0-CK0 4 GB,12.83,"31,600",Green,,
OLOy MD4U1636181CHKDA 32 GB,71.99,"43,600",Black,,
Kingston FURY Beast RGB 128 GB,447.15,"55,200",Black,,
Corsair Vengeance 64 GB,229.99,"56,000",Black / Gray,,
TEAMGROUP Elite 64 GB,108.99,"43,200",Black,,
G.Skill Trident Z5 RGB 32 GB,116.99,"55,600",Black,,
G.Skill Trident Z5 RGB 32 GB,112.99,"56,000",Black,,
G.Skill Ripjaws S5 32 GB,107.99,"56,000",Black,,
G.Skill Ripjaws S5 32 GB,104.99,"56,000",Black,,
Corsair Vengeance 96 GB,279.99,"55,600",Black,,
TEAMGROUP T-Force Vulcan Z 16 GB,34.99,"43,200",Red,,
Corsair Vengeance RGB RT 32 GB,139.99,"44,600",Black,,
Corsair Vengeance RGB RT 256 GB,1511.31,"43,600",Black,,
TEAMGROUP T-Create Expert 64 GB,194.99,"56,400",Black,,
Corsair Vengeance RGB 64 GB,242.99,"56,600",Black / Gray,,
Corsair Vengeance LPX 16 GB,44.99,"43,200",White,,
Corsair Vengeance RGB RS 32 GB,89.99,"43,200",Black / Gray,,
Kingston KVR13N9S6/2 2 GB,19.97,"31,333",Black / Green,,
Patriot Viper 3 16 GB,29.98,"31,866",Black / Silver,,
G.Skill Trident Z5 RGB 96 GB,339.99,"56,400",White / Black,,
G.Skill Trident Z RGB 32 GB,84.99,"44,000",Black,,
Corsair Vengeance RGB 96 GB,367.99,"56,800",Black / Silver,,
Corsair Vengeance LPX 32 GB,69.98,"42,133",Black / Yellow,,
Patriot Signature Line 8 GB,28.98,"54,800",Black,,
Lexar THOR 16 GB,48.66,"43,200",Black,,
ADATA XPG Lancer Blade RGB 32 GB,119.99,"56,000",White,,
Kingston HyperX Fury 32 GB,,"43,200",Black,,
Corsair Vengeance 64 GB,242.99,"56,600",Black / Gray,,
Corsair Vengeance 32 GB,94.99,"55,200",Black,,
Corsair Dominator Titanium 32 GB,175.99,"56,600",White,,
Kingston KVR16N11/8 8 GB,16.88,"31,600",Green,,
Corsair Dominator Platinum RGB 32 GB,164.99,"56,000",Black,,
Corsair Vengeance RGB Pro 32 GB,124.99,"43,200",White,,
TEAMGROUP T-Create Expert 64 GB,184.99,"56,000",White,,
Corsair Vengeance RGB RT 32 GB,104.99,"43,600",Black,,
Kingston FURY Beast RGB 16 GB,87.99,"55,600",Black,,
Patriot Signature 8 GB,15.98,"31,600",Black / Green,,
Timetec PINNACLE Konduit 32 GB,62.99,"43,600",White,,
G.Skill Ripjaws S5 96 GB,389.99,"56,800",Black,,
Corsair Dominator Platinum RGB 64 GB,289.99,"55,600",Black,,
TEAMGROUP T-Create Expert 16 GB,34.99,"43,600",Gray,,
Corsair Vengeance 32 GB,113.99,"55,600",White,,
Corsair Vengeance RGB 48 GB,229.99,"57,600",Black,,
Corsair Vengeance RGB Pro SL 32 GB,99.99,"43,600",Black,,
Kingston FURY Beast 32 GB,115.03,"55,200",Black / Silver,,
G.Skill Ripjaws V 8 GB,69.98,"42,400",Red,,
OLOy OWL RGB 16 GB,42.99,"43,200",Black,,
Kingston FURY Beast RGB 32 GB,129.99,"43,200",Black,,
TEAMGROUP T-Create Expert 16 GB,32.99,"43,200",Gray,,
Kingston FURY Beast RGB 16 GB,89.08,"55,600",Black,,
Corsair Vengeance RGB Pro 64 GB,139.99,"43,600",Black,,
Corsair Vengeance 64 GB,167.99,"54,800",Black,,
G.Skill Ripjaws V 16 GB,37.99,"43,200",Black,,
Kingston FURY 128 GB,489,"55,200",White,,
Corsair Vengeance RGB 32 GB,124.99,"56,000",Black / Gray,,
Corsair Vengeance LPX 32 GB,73.98,"42,666",Black / Yellow,,
Patriot Viper Elite II 16 GB,,"44,000",Red / Black,,
Crucial Classic 8 GB,26.99,"55,600",Black,,
Silicon Power GAMING 16 GB,34.97,"43,600",Gray / Silver,,
TEAMGROUP T-Force Vulcan Z 32 GB,53.3,"43,200",Red,,
TEAMGROUP T-Force Vulcan 32 GB,94.99,"55,600",Black,,
G.Skill Trident Z5 RGB 32 GB,132.99,"57,200",Silver / Black,,
Corsair Vengeance RGB 32 GB,149.99,"56,400",White / Silver,,
G.Skill Trident Z5 RGB 64 GB,214.99,"56,000",White / Black,,
G.Skill Trident Z5 RGB 48 GB,279.99,"58,200",Black,,
Corsair Dominator Titanium 32 GB,199.99,"57,200",Black,,
G.Skill Ripjaws S5 64 GB,239.99,"56,800",Black,,
Corsair Vengeance RGB Pro 32 GB,82.99,"43,600",Black,,
G.Skill TridentZ RGB 32 GB,418,"44,800",Black,,
Kingston FURY Beast RGB 32 GB,132.15,"55,600",Black,,
Corsair Vengeance 64 GB,239.99,"55,600",Black,,
Kingston FURY Beast 16 GB,71,"54,800",Black,,
Corsair Vengeance RGB 64 GB,184.99,"55,200",Black / Gray,,
Corsair Vengeance 32 GB,114.99,"56,000",White / Gray,,
Corsair Vengeance LPX 32 GB,84.99,"43,600",Black / Yellow,,
G.Skill Ripjaws V 64 GB,201.22,"44,400",Black,,
Corsair Dominator Platinum RGB 32 GB,119.99,"43,200",Black,,
TEAMGROUP T-Create Expert 96 GB,355.99,"56,800",Black,,
Crucial CT2K8G4DFRA32A 16 GB,39.99,"43,200",Green,,
ADATA XPG GAMMIX D10 16 GB,,"43,200",Black,,
OLOy MD4U083216BJDA 16 GB,37.99,"43,200",Black,,
Corsair Dominator Titanium 32 GB,175.99,"56,600",Black,,
TEAMGROUP Elite 16 GB,45.99,"56,000",Black,,
G.Skill Trident Z RGB 32 GB,99.99,"44,400",Black,,
Corsair Vengeance LPX 32 GB,104.99,"44,000",Black / Yellow,,
Corsair Vengeance RGB 32 GB,109.99,"55,600",Black / Gray,,
Kingston FURY Renegade 16 GB,,"45,333",Black,,
Corsair Vengeance LPX 64 GB,147.99,"43,200",Black / Yellow,,
TEAMGROUP Elite Plus 64 GB,147.99,"54,800",Silver,,
Kingston HyperX Fury 16 GB,,"42,666",Black,,
Kingston HyperX Fury 16 GB,,"31,866",Black / Silver,,
Corsair Vengeance RGB 32 GB,135.99,"56,200",White,,
TEAMGROUP T-Force Vulcan 16 GB,67.99,"55,200",Black,,
G.Skill Ripjaws X 8 GB,30.47,"31,600",Black / Red,,
TEAMGROUP Elite 32 GB,80.98,"55,600",Black,,
Corsair Vengeance RGB 32 GB,134.99,"56,000",White,,
Silicon Power XPOWER Zenith Gaming 32 GB,54.97,"43,200",Black,,
Corsair Vengeance LPX 16 GB,44.99,"43,000",Black,,
Corsair Vengeance 64 GB,199.99,"56,000",Gray,,
PNY XLR8 16 GB,39.99,"43,200",Black / Red,,
Crucial CT4K32G4LFQ4213 128 GB,,"42,133",Black / Green,,
Corsair Dominator Titanium 32 GB,199.99,"57,000",White,,
Gigabyte AORUS RGB 32 GB,,"56,000",Black,,
TEAMGROUP T-Force Vulcan 16 GB,67.99,"55,200",Black,,
G.Skill Trident Z5 RGB 32 GB,124.99,"56,800",Black / Silver,,
Corsair Dominator Titanium 64 GB,289.99,"56,000",Black,,
Corsair Vengeance LPX 16 GB,44.99,"43,000",White,,
Kingston FURY Beast 16 GB,76.16,"55,200",Black / Silver,,
G.Skill Ripjaws S5 64 GB,236.62,"56,000",White,,
Crucial CT4G4DFS8266 4 GB,12.5,"42,666",Green / Black,,
Corsair Vengeance RGB Pro SL 64 GB,179.99,"43,600",White,,
Kingston FURY Renegade 32 GB,192.07,"43,600",Black,,
